순번,ID,제품군,세부 유형,브랜드,정확한 제품명,현재 판정,완제품 제조국,국내 판매 상태,대상 월령,월령 근거,KC 대상 여부,KC 인증번호,확인 플랫폼,확인일,판정·검증 사유,출처 URL,데이터 품질,누적 이력,대시보드 그룹,적용 안전제도,규제 기준 메모,사용자 판정명,재검증 상태,KC 인증상태,KC 인증일자,KC 인증변경일자,KC 인증변경사유,KC 인증구분,KC 인증기관,Safety Korea 상세 URL,KC 품목명,KC 모델명,KC 제조사,KC 수입업체,연관 인증번호,duplicateOf,canonicalProductId
142,TOY-20260729-145,완구,소프트 블록,하늘썬별,소프트 3D 감각 도형 숫자블럭 쌓기 8P HUANHE0234,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=26612993,"https://prod.danawa.com/info/?pcode=26612993
https://emart.ssg.com/item/itemView.ssg?itemId=1000432592209&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,,확인중,,,,TOY-20260729-145
143,TOY-20260729-146,완구,베이비 블록,하늘썬별,베이비 퍼스트 알파벳 블럭 상자 HUANHE0218,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=26614832,"https://prod.danawa.com/info/?pcode=26614832
https://emart.ssg.com/item/itemView.ssg?itemId=1000432593730&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,,확인중,,,,TOY-20260729-146
144,TOY-20260729-147,완구,소프트 자동차,하늘썬별,소프트 헝겊 풀백 자동차 경찰차 택시,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=26479526,"https://prod.danawa.com/info/?pcode=26479526
https://www.enuri.com/detail.jsp?modelno=52842223
https://emart.ssg.com/item/itemView.ssg?itemId=1000432592531&siteNo=6001&salestrNo=6005
https://prod.danawa.com/info/?pcode=26484038",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,판매가,확인중,,,,TOY-20260729-147
145,TOY-20260729-148,완구,소프트 자동차,하늘썬별,소프트 헝겊 풀백 자동차 엠블런스 도넛카,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=26480735,"https://prod.danawa.com/info/?pcode=26480735
https://emart.ssg.com/item/itemView.ssg?itemId=1000432592575&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,,확인중,,,,TOY-20260729-148
146,TOY-20260729-149,완구,소프트 자동차,하늘썬별,소프트 헝겊 풀백 자동차 버스 트럭,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=26479904,"https://prod.danawa.com/info/?pcode=26479904
https://emart.ssg.com/item/itemView.ssg?itemId=1000432592740&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,,확인중,,,,TOY-20260729-149
147,TOY-20260729-150,완구,소프트 자동차,하늘썬별,소프트 헝겊 풀백 자동차 소방차 급유차,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://www.shoppingntmall.com/display/goods/11962944,"https://www.shoppingntmall.com/display/goods/11962944
https://www.enuri.com/detail.jsp?modelno=52842006
https://emart.ssg.com/item/itemView.ssg?itemId=1000432592634&siteNo=6001&salestrNo=6005
https://prod.danawa.com/info/?pcode=26479331",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,[상품01],확인중,,,,TOY-20260729-150
148,TOY-20260729-151,완구,소프트 자동차,하늘썬별,소프트 헝겊 풀백 자동차 엠블란스 경찰 택시,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=26484038,"https://prod.danawa.com/info/?pcode=26484038
https://www.enuri.com/detail.jsp?modelno=52842223
https://emart.ssg.com/item/itemView.ssg?itemId=1000432592322&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,판매가,확인중,,,,TOY-20260729-151
149,TOY-20260729-152,완구,소프트 자동차,하늘썬별,소프트 헝겊 풀백 자동차 소방차 트럭 버스,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=26483657,"https://prod.danawa.com/info/?pcode=26483657
https://emart.ssg.com/item/itemView.ssg?itemId=1000432592396&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,,확인중,,,,TOY-20260729-152
150,TOY-20260729-153,완구,소프트 자동차,리틀히어로,소프트 몬스터자동차 5P,보류,미확인 ❓,구매 기능 확인 불가,6~35개월,유아용품·소프트 자동차 상품명,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 개별 판매 페이지에서 구매 기능 확인 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://www.kidsbona.co.kr/goods/view_contents?no=126822&zoom=1,"https://www.kidsbona.co.kr/goods/view_contents?no=126822&zoom=1
https://emart.ssg.com/item/itemView.ssg?itemId=1000604557479&siteNo=6001&salestrNo=6005
https://www.kinderheim.kr/shop/shopdetail.html?branduid=2113494
https://m.hansolpia.co.kr/product/%EC%86%8C%ED%94%84%ED%8A%B8%EB%AA%AC%EC%8A%A4%ED%84%B0%EC%9E%90%EB%8F%99%EC%B0%A85p/6896/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,소프트·쌓기·기타,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,구매 기능 확인 불가 · 공식 근거 추가 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,소프트 몬스터자동차5p,,,,,TOY-20260729-153
151,TOY-20260729-154,완구,걸음마 밀기,하늘썬별,팝업 워커 롤링 걸음마 밀기 HUANHE0818,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://prod.danawa.com/info/?pcode=20847926,"https://prod.danawa.com/info/?pcode=20847926
https://emart.ssg.com/item/itemView.ssg?itemId=1000039235931&siteNo=6001&salestrNo=6005
https://emart.ssg.com/item/itemView.ssg?itemId=1000432593860&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-15 중복 활성 행 삭제 병합 · TOY-20260729-155 → TOY-20260729-154,오뚝이·걸음마·러닝,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,,,,,,TOY-20260729-154
152,TOY-20260729-156,완구,걸음마 멜로디,핑크퐁,아장아장 멜로디 걸음마,보류,미확인 ❓,현재 구매 불가,9~35개월,아장아장 걸음마 상품명,어린이제품 확인 필요,CB063R1679-20003A,이마트몰 SSG.COM,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://kidikidi.elandmall.co.kr/i/item?itemNo=2603342958&lowerVendNo=LV26021046,"https://kidikidi.elandmall.co.kr/i/item?itemNo=2603342958&lowerVendNo=LV26021046
https://emart.ssg.com/item/itemView.ssg?itemId=1000787255791&siteNo=6001&salestrNo=6005
https://www.elandmall.co.kr/i/item?itemNo=2603342958&lowerVendNo=LV26021046
http://product-creator.kro.kr/%EA%B3%84%EC%A0%88%EA%B0%80%EC%A0%84/198897
https://bestgoodnice.com/%ED%95%91%ED%81%AC%ED%90%81-%EC%95%84%EA%B8%B0%EC%83%81%EC%96%B4-%EB%A9%9C%EB%A1%9C%EB%94%94-%EC%95%84%EC%9E%A5%EC%95%84%EC%9E%A5-%EA%B1%B8%EC%9D%8C%EB%A7%88%EB%B3%B4%EC%A1%B0%EA%B8%B0-%ED%98%BC/
https://shop.infolog.kr/%ED%95%91%ED%81%AC%ED%90%81-%EC%87%BC%ED%95%91%EB%AA%B0-%EC%9D%B8%EA%B8%B0-%EC%88%9C%EC%9C%84-%EC%B6%94%EC%B2%9C-2021%EB%85%84/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,오뚝이·걸음마·러닝,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certDetail?certNum=CB063R1679-20003A,,,,,,,TOY-20260729-156
153,TOY-20260729-157,완구,걸음마 풀어롱,브랜드B,악어 풀어롱 걸음마 보조 장난감,제외,미확인 ❓,판매 페이지 확인,3세 이상,걸음마 보조 상품명,어린이제품 확인 필요,CB063R1777-8010,이마트몰 SSG.COM,2026-08-03,동일 제품의 공식 판매·표시 자료에서 사용연령이 3세 이상으로 확인되어 0~35개월 대상 기준에서 제외함.,https://emart.ssg.com/item/itemView.ssg?itemId=1000053062953&siteNo=6001&salestrNo=6005,명확한 제외 근거,2026-08-03 엄격 2차 전수검증 · 보류 → 제외,오뚝이·걸음마·러닝,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,기준 제외,재검증 완료,확인 필요,,,,,,https://www.safetykorea.kr/release/certDetail?certNum=CB063R1777-8010,,,,,,,TOY-20260729-157
154,TOY-20260729-158,완구,걸음마 공놀이,하늘썬별,라이언 롤링 공 걸음마 HUANHE0830,보류,미확인 ❓,현재 구매 불가,9~35개월,걸음마 상품명,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://fallcent.com/product/2o2P5nYBOb4vWKHt968iszJ50pMCLQDc/,"https://fallcent.com/product/2o2P5nYBOb4vWKHt968iszJ50pMCLQDc/
https://emart.ssg.com/item/itemView.ssg?itemId=1000524527565&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,오뚝이·걸음마·러닝,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,TOY-20260729-158
155,TOY-20260729-159,완구,걸음마 러닝테이블,이앤오,위즈덤 러닝테이블 핑크,보류,미확인 ❓,구매 기능 확인 불가,9~35개월,러닝테이블 유형,어린이제품 확인 필요,미확인,이마트몰 SSG.COM,2026-09-02,2026-09-02 개별 판매 페이지에서 구매 기능 확인 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://nid.naver.com/nidlogin.login?url=https%3A%2F%2Fsearch.shopping.naver.com%2Fcatalog%2F55464163520,"https://nid.naver.com/nidlogin.login?url=https%3A%2F%2Fsearch.shopping.naver.com%2Fcatalog%2F55464163520
https://search.shopping.naver.com/catalog/55464163520
https://emart.ssg.com/item/itemView.ssg?itemId=1000409592919&siteNo=6001&salestrNo=6005",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,오뚝이·걸음마·러닝,어린이제품안전특별법 · 제품별 안전확인 인증 조회,Safety Korea에서 동일 모델의 인증·신고번호와 상태를 확인하고 공식 판매 제품과 연결,추가 확인 중,구매 기능 확인 불가 · 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,TOY-20260729-159
